,time,open,close,low,high,diff,dir,token,dif,body,shadow_up,shadow_down
1445,2022-06-21 16:15:00,1145.55,1149.65,1140.0,1153.15,4.1,+,ETHUSD,4.1,4.100000000000136,3.5,5.5499999999999545
1446,2022-06-21 16:30:00,1149.65,1169.0,1147.6,1173.95,19.35,+,ETHUSD,19.35,19.34999999999991,4.9500000000000455,2.050000000000182
1447,2022-06-21 16:45:00,1169.0,1182.9,1164.9,1186.85,13.9,+,ETHUSD,13.9,13.900000000000091,3.949999999999818,4.099999999999909
1448,2022-06-21 17:00:00,1182.9,1178.3,1172.65,1187.9,4.6,-,ETHUSD,4.6,0.0,5.0,5.649999999999864
1449,2022-06-21 17:15:00,1178.3,1177.35,1174.4,1181.8,0.95,-,ETHUSD,0.95,0.0,3.5,2.949999999999818
1450,2022-06-21 17:30:00,1177.35,1182.2,1176.6,1192.65,4.85,+,ETHUSD,4.85,4.850000000000136,10.450000000000045,0.75
1451,2022-06-21 17:45:00,1182.2,1181.55,1179.0,1188.95,0.65,-,ETHUSD,0.65,0.0,6.75,2.5499999999999545
1452,2022-06-21 18:00:00,1181.55,1177.25,1174.1,1181.8,4.3,-,ETHUSD,4.3,0.0,0.25,3.150000000000091
1453,2022-06-21 18:15:00,1177.25,1175.4,1171.85,1178.6,1.85,-,ETHUSD,1.85,0.0,1.349999999999909,3.550000000000182
1454,2022-06-21 18:30:00,1175.4,1167.15,1164.85,1178.3,8.25,-,ETHUSD,8.25,0.0,2.8999999999998636,2.300000000000182
1455,2022-06-21 18:45:00,1167.15,1166.35,1163.65,1171.35,0.8,-,ETHUSD,0.8,0.0,4.199999999999818,2.699999999999818
1456,2022-06-21 19:00:00,1166.35,1163.85,1160.4,1169.2,2.5,-,ETHUSD,2.5,0.0,2.8500000000001364,3.449999999999818
1457,2022-06-21 19:15:00,1163.85,1169.95,1163.85,1171.3,6.1,+,ETHUSD,6.1,6.100000000000136,1.349999999999909,0.0
1458,2022-06-21 19:30:00,1169.95,1169.5,1167.15,1172.7,0.45,-,ETHUSD,0.45,0.0,2.75,2.349999999999909
1459,2022-06-21 19:45:00,1169.5,1165.65,1163.3,1171.1,3.85,-,ETHUSD,3.85,0.0,1.599999999999909,2.3500000000001364
1460,2022-06-21 20:00:00,1165.65,1165.3,1162.45,1166.65,0.35,-,ETHUSD,0.35,0.0,1.0,2.849999999999909
1461,2022-06-21 20:15:00,1165.3,1167.2,1163.8,1168.75,1.9,+,ETHUSD,1.9,1.900000000000091,1.5499999999999545,1.5
1462,2022-06-21 20:30:00,1167.2,1157.2,1150.9,1170.25,10.0,-,ETHUSD,10.0,0.0,3.0499999999999545,6.2999999999999545
1463,2022-06-21 20:45:00,1157.2,1150.0,1146.2,1157.2,7.2,-,ETHUSD,7.2,0.0,0.0,3.7999999999999545
1464,2022-06-21 21:00:00,1150.0,1146.8,1144.7,1150.55,3.2,-,ETHUSD,3.2,0.0,0.5499999999999545,2.099999999999909
1465,2022-06-21 21:15:00,1146.8,1147.0,1140.2,1150.0,0.2,+,ETHUSD,0.2,0.20000000000004547,3.0,6.599999999999909
1466,2022-06-21 21:30:00,1147.0,1145.1,1141.5,1148.55,1.9,-,ETHUSD,1.9,0.0,1.5499999999999545,3.599999999999909
1467,2022-06-21 21:45:00,1145.1,1141.5,1140.1,1147.7,3.6,-,ETHUSD,3.6,0.0,2.6000000000001364,1.400000000000091
1468,2022-06-21 22:00:00,1141.5,1142.4,1140.6,1145.35,0.9,+,ETHUSD,0.9,0.900000000000091,2.949999999999818,0.900000000000091
1469,2022-06-21 22:15:00,1142.4,1144.05,1142.05,1147.45,1.65,+,ETHUSD,1.65,1.6499999999998636,3.400000000000091,0.3500000000001364
1470,2022-06-21 22:30:00,1144.05,1144.1,1142.2,1152.6,0.05,+,ETHUSD,0.05,0.049999999999954525,8.5,1.849999999999909
1471,2022-06-21 22:45:00,1144.1,1122.4,1120.2,1144.1,21.7,-,ETHUSD,21.7,0.0,0.0,2.2000000000000455
1472,2022-06-21 23:00:00,1122.4,1112.75,1112.05,1126.75,9.65,-,ETHUSD,9.65,0.0,4.349999999999909,0.7000000000000455
1473,2022-06-21 23:15:00,1112.75,1115.75,1111.55,1119.3,3.0,+,ETHUSD,3.0,3.0,3.5499999999999545,1.2000000000000455
1474,2022-06-21 23:30:00,1115.75,1123.6,1114.0,1125.65,7.85,+,ETHUSD,7.85,7.849999999999909,2.050000000000182,1.75
1475,2022-06-21 23:45:00,1123.6,1121.35,1117.85,1123.95,2.25,-,ETHUSD,2.25,0.0,0.3500000000001364,3.5
1476,2022-06-22 00:00:00,1121.35,1128.45,1120.75,1128.45,7.1,+,ETHUSD,7.1,7.100000000000136,0.0,0.599999999999909
1477,2022-06-22 00:15:00,1128.45,1128.3,1124.35,1129.7,0.15,-,ETHUSD,0.15,0.0,1.25,3.9500000000000455
1478,2022-06-22 00:30:00,1128.3,1121.15,1121.15,1132.0,7.15,-,ETHUSD,7.15,0.0,3.7000000000000455,0.0
1479,2022-06-22 00:45:00,1121.15,1128.45,1120.8,1133.75,7.3,+,ETHUSD,7.3,7.2999999999999545,5.2999999999999545,0.3500000000001364
1480,2022-06-22 01:00:00,1128.45,1121.1,1121.1,1131.2,7.35,-,ETHUSD,7.35,0.0,2.75,0.0
1481,2022-06-22 01:15:00,1121.1,1124.8,1120.15,1125.05,3.7,+,ETHUSD,3.7,3.7000000000000455,0.25,0.9499999999998181
1482,2022-06-22 01:30:00,1124.8,1129.4,1123.6,1130.7,4.6,+,ETHUSD,4.6,4.600000000000136,1.2999999999999545,1.2000000000000455
1483,2022-06-22 01:45:00,1129.4,1135.75,1126.55,1138.7,6.35,+,ETHUSD,6.35,6.349999999999909,2.9500000000000455,2.8500000000001364
1484,2022-06-22 02:00:00,1135.75,1135.05,1134.15,1136.55,0.7,-,ETHUSD,0.7,0.0,0.7999999999999545,0.8999999999998636
1485,2022-06-22 02:15:00,1135.05,1118.55,1116.45,1138.7,16.5,-,ETHUSD,16.5,0.0,3.650000000000091,2.099999999999909
1486,2022-06-22 02:30:00,1118.55,1121.15,1116.85,1124.1,2.6,+,ETHUSD,2.6,2.6000000000001364,2.949999999999818,1.7000000000000455
1487,2022-06-22 02:45:00,1121.15,1123.65,1118.85,1127.75,2.5,+,ETHUSD,2.5,2.5,4.099999999999909,2.300000000000182
1488,2022-06-22 03:00:00,1123.65,1107.95,1102.8,1124.95,15.7,-,ETHUSD,15.7,0.0,1.2999999999999545,5.150000000000091
1489,2022-06-22 03:15:00,1107.95,1116.35,1103.5,1116.75,8.4,+,ETHUSD,8.4,8.399999999999864,0.40000000000009095,4.4500000000000455
1490,2022-06-22 03:30:00,1116.35,1120.55,1115.15,1123.55,4.2,+,ETHUSD,4.2,4.2000000000000455,3.0,1.199999999999818
1491,2022-06-22 03:45:00,1120.55,1116.6,1110.5,1120.55,3.95,-,ETHUSD,3.95,0.0,0.0,6.099999999999909
1492,2022-06-22 04:00:00,1116.6,1119.35,1109.2,1122.05,2.75,+,ETHUSD,2.75,2.75,2.7000000000000455,7.399999999999864
1493,2022-06-22 04:15:00,1119.35,1117.5,1115.35,1123.25,1.85,-,ETHUSD,1.85,0.0,3.900000000000091,2.150000000000091
1494,2022-06-22 04:30:00,1117.5,1114.45,1114.3,1124.35,3.05,-,ETHUSD,3.05,0.0,6.849999999999909,0.15000000000009095
1495,2022-06-22 04:45:00,1114.45,1100.0,1100.0,1115.4,14.45,-,ETHUSD,14.45,0.0,0.9500000000000455,0.0
1496,2022-06-22 05:00:00,1100.0,1096.95,1092.15,1104.05,3.05,-,ETHUSD,3.05,0.0,4.0499999999999545,4.7999999999999545
1497,2022-06-22 05:15:00,1096.95,1102.55,1095.1,1103.2,5.6,+,ETHUSD,5.6,5.599999999999909,0.650000000000091,1.8500000000001364
1498,2022-06-22 05:30:00,1102.55,1103.05,1101.15,1105.8,0.5,+,ETHUSD,0.5,0.5,2.75,1.3999999999998636
1499,2022-06-22 05:45:00,1103.05,1100.25,1096.65,1105.7,2.8,-,ETHUSD,2.8,0.0,2.650000000000091,3.599999999999909
1500,2022-06-22 06:00:00,1100.25,1101.7,1098.6,1104.3,1.45,+,ETHUSD,1.45,1.4500000000000455,2.599999999999909,1.650000000000091
1501,2022-06-22 06:15:00,1101.7,1102.15,1101.2,1105.4,0.45,+,ETHUSD,0.45,0.4500000000000455,3.25,0.5
1502,2022-06-22 06:30:00,1102.15,1093.75,1088.8,1104.0,8.4,-,ETHUSD,8.4,0.0,1.849999999999909,4.9500000000000455
1503,2022-06-22 06:45:00,1093.75,1087.45,1084.25,1093.75,6.3,-,ETHUSD,6.3,0.0,0.0,3.2000000000000455
1504,2022-06-22 07:00:00,1087.45,1094.2,1083.35,1094.95,6.75,+,ETHUSD,6.75,6.75,0.75,4.100000000000136
1505,2022-06-22 07:15:00,1094.2,1089.8,1088.1,1094.65,4.4,-,ETHUSD,4.4,0.0,0.4500000000000455,1.7000000000000455
1506,2022-06-22 07:30:00,1089.8,1093.3,1085.2,1094.7,3.5,+,ETHUSD,3.5,3.5,1.400000000000091,4.599999999999909
1507,2022-06-22 07:45:00,1093.3,1097.7,1091.95,1099.95,4.4,+,ETHUSD,4.4,4.400000000000091,2.25,1.349999999999909
1508,2022-06-22 08:00:00,1097.7,1099.7,1096.9,1104.8,2.0,+,ETHUSD,2.0,2.0,5.099999999999909,0.7999999999999545
1509,2022-06-22 08:15:00,1099.7,1102.1,1099.25,1104.85,2.4,+,ETHUSD,2.4,2.3999999999998636,2.75,0.4500000000000455
1510,2022-06-22 08:30:00,1102.1,1096.85,1095.75,1104.65,5.25,-,ETHUSD,5.25,0.0,2.550000000000182,1.099999999999909
1511,2022-06-22 08:45:00,1096.85,1091.55,1091.05,1098.95,5.3,-,ETHUSD,5.3,0.0,2.1000000000001364,0.5
1512,2022-06-22 09:00:00,1091.55,1090.15,1088.7,1096.75,1.4,-,ETHUSD,1.4,0.0,5.2000000000000455,1.4500000000000455
1513,2022-06-22 09:15:00,1090.15,1072.55,1072.0,1091.8,17.6,-,ETHUSD,17.6,0.0,1.6499999999998636,0.5499999999999545
1514,2022-06-22 09:30:00,1072.55,1072.85,1068.3,1076.9,0.3,+,ETHUSD,0.3,0.2999999999999545,4.050000000000182,4.25
1515,2022-06-22 09:45:00,1072.85,1076.3,1072.55,1082.55,3.45,+,ETHUSD,3.45,3.4500000000000455,6.25,0.2999999999999545
1516,2022-06-22 10:00:00,1076.3,1078.5,1064.5,1079.4,2.2,+,ETHUSD,2.2,2.2000000000000455,0.900000000000091,11.799999999999955
1517,2022-06-22 10:15:00,1078.5,1079.85,1074.2,1082.85,1.35,+,ETHUSD,1.35,1.349999999999909,3.0,4.2999999999999545
1518,2022-06-22 10:30:00,1079.85,1075.95,1075.85,1083.0,3.9,-,ETHUSD,3.9,0.0,3.150000000000091,0.10000000000013642
1519,2022-06-22 10:45:00,1075.95,1073.15,1071.45,1080.95,2.8,-,ETHUSD,2.8,0.0,5.0,1.7000000000000455
1520,2022-06-22 11:00:00,1073.15,1077.0,1067.75,1079.2,3.85,+,ETHUSD,3.85,3.849999999999909,2.2000000000000455,5.400000000000091
1521,2022-06-22 11:15:00,1077.0,1077.85,1075.8,1080.05,0.85,+,ETHUSD,0.85,0.849999999999909,2.2000000000000455,1.2000000000000455
1522,2022-06-22 11:30:00,1077.85,1072.75,1070.7,1080.0,5.1,-,ETHUSD,5.1,0.0,2.150000000000091,2.0499999999999545
1523,2022-06-22 11:45:00,1072.75,1079.3,1070.0,1080.45,6.55,+,ETHUSD,6.55,6.5499999999999545,1.150000000000091,2.75
1524,2022-06-22 12:00:00,1079.3,1083.0,1079.3,1086.75,3.7,+,ETHUSD,3.7,3.7000000000000455,3.75,0.0
1525,2022-06-22 12:15:00,1083.0,1079.15,1076.7,1084.5,3.85,-,ETHUSD,3.85,0.0,1.5,2.4500000000000455
1526,2022-06-22 12:30:00,1079.15,1088.45,1078.75,1095.45,9.3,+,ETHUSD,9.3,9.299999999999955,7.0,0.40000000000009095
1527,2022-06-22 12:45:00,1088.45,1089.4,1087.15,1092.1,0.95,+,ETHUSD,0.95,0.9500000000000455,2.699999999999818,1.2999999999999545
1528,2022-06-22 13:00:00,1089.4,1086.2,1085.2,1094.0,3.2,-,ETHUSD,3.2,0.0,4.599999999999909,1.0
1529,2022-06-22 13:15:00,1086.2,1089.25,1083.5,1089.3,3.05,+,ETHUSD,3.05,3.0499999999999545,0.049999999999954525,2.7000000000000455
1530,2022-06-22 13:30:00,1089.25,1085.55,1083.25,1091.35,3.7,-,ETHUSD,3.7,0.0,2.099999999999909,2.2999999999999545
1531,2022-06-22 13:45:00,1085.55,1088.15,1083.4,1090.75,2.6,+,ETHUSD,2.6,2.6000000000001364,2.599999999999909,2.1499999999998636
1532,2022-06-22 14:00:00,1088.15,1093.45,1085.95,1094.65,5.3,+,ETHUSD,5.3,5.2999999999999545,1.2000000000000455,2.2000000000000455
1533,2022-06-22 14:15:00,1093.45,1099.55,1091.55,1104.8,6.1,+,ETHUSD,6.1,6.099999999999909,5.25,1.900000000000091
1534,2022-06-22 14:30:00,1099.55,1102.8,1097.0,1103.25,3.25,+,ETHUSD,3.25,3.25,0.4500000000000455,2.5499999999999545
1535,2022-06-22 14:45:00,1102.8,1094.9,1093.2,1103.6,7.9,-,ETHUSD,7.9,0.0,0.7999999999999545,1.7000000000000455
1536,2022-06-22 15:00:00,1094.9,1090.7,1088.4,1095.45,4.2,-,ETHUSD,4.2,0.0,0.5499999999999545,2.2999999999999545
1537,2022-06-22 15:15:00,1090.7,1090.4,1085.5,1092.05,0.3,-,ETHUSD,0.3,0.0,1.349999999999909,4.900000000000091
1538,2022-06-22 15:30:00,1090.4,1079.05,1076.5,1094.2,11.35,-,ETHUSD,11.35,0.0,3.7999999999999545,2.5499999999999545
1539,2022-06-22 15:45:00,1079.05,1081.3,1068.35,1084.5,2.25,+,ETHUSD,2.25,2.25,3.2000000000000455,10.700000000000045
1540,2022-06-22 16:00:00,1081.3,1082.9,1074.4,1085.35,1.6,+,ETHUSD,1.6,1.6000000000001364,2.449999999999818,6.899999999999864
1541,2022-06-22 16:15:00,1082.9,1095.6,1076.4,1096.1,12.7,+,ETHUSD,12.7,12.699999999999818,0.5,6.5
1542,2022-06-22 16:30:00,1095.6,1094.8,1086.25,1096.3,0.8,-,ETHUSD,0.8,0.0,0.7000000000000455,8.549999999999955
1543,2022-06-22 16:45:00,1094.8,1110.05,1090.55,1115.35,15.25,+,ETHUSD,15.25,15.25,5.2999999999999545,4.25
1544,2022-06-22 17:00:00,1110.05,1108.75,1105.8,1114.95,1.3,-,ETHUSD,1.3,0.0,4.900000000000091,2.9500000000000455
1545,2022-06-22 17:15:00,1108.75,1116.4,1106.0,1123.05,7.65,+,ETHUSD,7.65,7.650000000000091,6.649999999999864,2.75
1546,2022-06-22 17:30:00,1116.4,1114.1,1110.75,1120.6,2.3,-,ETHUSD,2.3,0.0,4.199999999999818,3.349999999999909
1547,2022-06-22 17:45:00,1114.1,1108.45,1107.0,1114.1,5.65,-,ETHUSD,5.65,0.0,0.0,1.4500000000000455
1548,2022-06-22 18:00:00,1108.45,1099.5,1099.3,1108.95,8.95,-,ETHUSD,8.95,0.0,0.5,0.20000000000004547
1549,2022-06-22 18:15:00,1099.5,1096.5,1093.1,1103.9,3.0,-,ETHUSD,3.0,0.0,4.400000000000091,3.400000000000091
1550,2022-06-22 18:30:00,1096.5,1088.3,1085.7,1102.5,8.2,-,ETHUSD,8.2,0.0,6.0,2.599999999999909
1551,2022-06-22 18:45:00,1088.3,1073.4,1072.45,1090.9,14.9,-,ETHUSD,14.9,0.0,2.6000000000001364,0.9500000000000455
1552,2022-06-22 19:00:00,1073.4,1059.55,1051.8,1077.0,13.85,-,ETHUSD,13.85,0.0,3.599999999999909,7.75
1553,2022-06-22 19:15:00,1059.55,1069.3,1057.25,1075.5,9.75,+,ETHUSD,9.75,9.75,6.2000000000000455,2.2999999999999545
1554,2022-06-22 19:30:00,1069.3,1068.6,1066.35,1073.8,0.7,-,ETHUSD,0.7,0.0,4.5,2.25
1555,2022-06-22 19:45:00,1068.6,1077.2,1065.0,1077.9,8.6,+,ETHUSD,8.6,8.600000000000136,0.7000000000000455,3.599999999999909
1556,2022-06-22 20:00:00,1077.2,1077.55,1070.35,1077.75,0.35,+,ETHUSD,0.35,0.34999999999990905,0.20000000000004547,6.850000000000136
1557,2022-06-22 20:15:00,1077.55,1080.2,1076.35,1083.85,2.65,+,ETHUSD,2.65,2.650000000000091,3.6499999999998636,1.2000000000000455
1558,2022-06-22 20:30:00,1080.2,1076.55,1071.3,1082.45,3.65,-,ETHUSD,3.65,0.0,2.25,5.25
1559,2022-06-22 20:45:00,1076.55,1080.35,1075.5,1086.3,3.8,+,ETHUSD,3.8,3.7999999999999545,5.9500000000000455,1.0499999999999545
1560,2022-06-22 21:00:00,1080.35,1085.45,1077.0,1085.8,5.1,+,ETHUSD,5.1,5.100000000000136,0.34999999999990905,3.349999999999909
1561,2022-06-22 21:15:00,1085.45,1080.95,1079.75,1087.4,4.5,-,ETHUSD,4.5,0.0,1.9500000000000455,1.2000000000000455
1562,2022-06-22 21:30:00,1080.95,1083.6,1079.5,1084.8,2.65,+,ETHUSD,2.65,2.6499999999998636,1.2000000000000455,1.4500000000000455
1563,2022-06-22 21:45:00,1083.6,1079.8,1076.95,1084.95,3.8,-,ETHUSD,3.8,0.0,1.3500000000001364,2.849999999999909
1564,2022-06-22 22:00:00,1079.8,1079.2,1073.85,1082.5,0.6,-,ETHUSD,0.6,0.0,2.7000000000000455,5.350000000000136
1565,2022-06-22 22:15:00,1079.2,1071.9,1070.0,1079.55,7.3,-,ETHUSD,7.3,0.0,0.34999999999990905,1.900000000000091
1566,2022-06-22 22:30:00,1071.9,1064.85,1060.65,1073.85,7.05,-,ETHUSD,7.05,0.0,1.949999999999818,4.199999999999818
1567,2022-06-22 22:45:00,1064.85,1068.85,1058.8,1071.85,4.0,+,ETHUSD,4.0,4.0,3.0,6.0499999999999545
1568,2022-06-22 23:00:00,1068.85,1071.1,1060.55,1073.0,2.25,+,ETHUSD,2.25,2.25,1.900000000000091,8.299999999999955
1569,2022-06-22 23:15:00,1071.1,1066.4,1066.15,1072.8,4.7,-,ETHUSD,4.7,0.0,1.7000000000000455,0.25
1570,2022-06-22 23:30:00,1066.4,1046.9,1040.8,1066.45,19.5,-,ETHUSD,19.5,0.0,0.049999999999954525,6.100000000000136
1571,2022-06-22 23:45:00,1046.9,1046.9,1041.55,1055.75,0.0,=,ETHUSD,0.0,0.0,,
1572,2022-06-23 00:00:00,1046.9,1052.45,1046.35,1055.5,5.55,+,ETHUSD,5.55,5.5499999999999545,3.0499999999999545,0.5500000000001819
1573,2022-06-23 00:15:00,1052.45,1050.75,1047.55,1057.25,1.7,-,ETHUSD,1.7,0.0,4.7999999999999545,3.2000000000000455
1574,2022-06-23 00:30:00,1050.75,1046.2,1043.65,1053.15,4.55,-,ETHUSD,4.55,0.0,2.400000000000091,2.5499999999999545
1575,2022-06-23 00:45:00,1046.2,1057.0,1046.2,1061.0,10.8,+,ETHUSD,10.8,10.799999999999955,4.0,0.0
1576,2022-06-23 01:00:00,1057.0,1056.35,1053.85,1063.35,0.65,-,ETHUSD,0.65,0.0,6.349999999999909,2.5
1577,2022-06-23 01:15:00,1056.35,1054.0,1053.05,1057.65,2.35,-,ETHUSD,2.35,0.0,1.300000000000182,0.9500000000000455
1578,2022-06-23 01:30:00,1054.0,1059.65,1054.0,1060.65,5.65,+,ETHUSD,5.65,5.650000000000091,1.0,0.0
1579,2022-06-23 01:45:00,1059.65,1059.5,1056.3,1064.35,0.15,-,ETHUSD,0.15,0.0,4.699999999999818,3.2000000000000455
1580,2022-06-23 02:00:00,1059.5,1057.05,1056.5,1061.5,2.45,-,ETHUSD,2.45,0.0,2.0,0.5499999999999545
1581,2022-06-23 02:15:00,1057.05,1056.65,1054.8,1058.8,0.4,-,ETHUSD,0.4,0.0,1.75,1.8500000000001364
1582,2022-06-23 02:30:00,1056.65,1050.2,1048.35,1060.45,6.45,-,ETHUSD,6.45,0.0,3.7999999999999545,1.8500000000001364
1583,2022-06-23 02:45:00,1050.2,1048.0,1046.65,1052.85,2.2,-,ETHUSD,2.2,0.0,2.6499999999998636,1.349999999999909
1584,2022-06-23 03:00:00,1048.0,1063.7,1043.15,1066.75,15.7,+,ETHUSD,15.7,15.700000000000045,3.0499999999999545,4.849999999999909
1585,2022-06-23 03:15:00,1063.7,1072.3,1062.55,1078.95,8.6,+,ETHUSD,8.6,8.599999999999909,6.650000000000091,1.150000000000091
1586,2022-06-23 03:30:00,1072.3,1076.25,1067.25,1077.9,3.95,+,ETHUSD,3.95,3.9500000000000455,1.650000000000091,5.0499999999999545
1587,2022-06-23 03:45:00,1076.25,1076.95,1073.65,1082.5,0.7,+,ETHUSD,0.7,0.7000000000000455,5.5499999999999545,2.599999999999909
1588,2022-06-23 04:00:00,1076.95,1072.65,1072.2,1077.9,4.3,-,ETHUSD,4.3,0.0,0.9500000000000455,0.4500000000000455
1589,2022-06-23 04:15:00,1072.65,1089.9,1071.45,1094.5,17.25,+,ETHUSD,17.25,17.25,4.599999999999909,1.2000000000000455
1590,2022-06-23 04:30:00,1089.9,1088.85,1088.45,1097.0,1.05,-,ETHUSD,1.05,0.0,7.099999999999909,0.3999999999998636
1591,2022-06-23 04:45:00,1088.85,1082.5,1081.7,1089.95,6.35,-,ETHUSD,6.35,0.0,1.1000000000001364,0.7999999999999545
1592,2022-06-23 05:00:00,1082.5,1082.4,1081.0,1087.45,0.1,-,ETHUSD,0.1,0.0,4.9500000000000455,1.400000000000091
1593,2022-06-23 05:15:00,1082.4,1082.5,1081.05,1085.25,0.1,+,ETHUSD,0.1,0.09999999999990905,2.75,1.3500000000001364
1594,2022-06-23 05:30:00,1082.5,1085.55,1082.15,1091.45,3.05,+,ETHUSD,3.05,3.0499999999999545,5.900000000000091,0.34999999999990905
1595,2022-06-23 05:45:00,1085.55,1083.8,1082.55,1089.75,1.75,-,ETHUSD,1.75,0.0,4.2000000000000455,1.25
1596,2022-06-23 06:00:00,1083.8,1076.7,1075.3,1084.6,7.1,-,ETHUSD,7.1,0.0,0.7999999999999545,1.400000000000091
1597,2022-06-23 06:15:00,1076.7,1078.65,1075.3,1078.65,1.95,+,ETHUSD,1.95,1.9500000000000455,0.0,1.400000000000091
1598,2022-06-23 06:30:00,1078.65,1074.95,1074.15,1078.65,3.7,-,ETHUSD,3.7,0.0,0.0,0.7999999999999545
1599,2022-06-23 06:45:00,1074.95,1074.1,1073.75,1077.3,0.85,-,ETHUSD,0.85,0.0,2.349999999999909,0.34999999999990905
1600,2022-06-23 07:00:00,1074.1,1072.5,1070.0,1075.7,1.6,-,ETHUSD,1.6,0.0,1.6000000000001364,2.5
1601,2022-06-23 07:15:00,1072.5,1078.25,1071.85,1082.8,5.75,+,ETHUSD,5.75,5.75,4.5499999999999545,0.650000000000091
1602,2022-06-23 07:30:00,1078.25,1084.45,1076.9,1086.35,6.2,+,ETHUSD,6.2,6.2000000000000455,1.8999999999998636,1.349999999999909
1603,2022-06-23 07:45:00,1084.45,1085.65,1083.0,1087.85,1.2,+,ETHUSD,1.2,1.2000000000000455,2.199999999999818,1.4500000000000455
1604,2022-06-23 08:00:00,1085.65,1083.65,1080.5,1088.7,2.0,-,ETHUSD,2.0,0.0,3.0499999999999545,3.150000000000091
1605,2022-06-23 08:15:00,1083.65,1086.0,1081.15,1087.95,2.35,+,ETHUSD,2.35,2.349999999999909,1.9500000000000455,2.5
1606,2022-06-23 08:30:00,1086.0,1085.95,1085.65,1090.45,0.05,-,ETHUSD,0.05,0.0,4.4500000000000455,0.2999999999999545
1607,2022-06-23 08:45:00,1085.95,1083.6,1081.25,1087.75,2.35,-,ETHUSD,2.35,0.0,1.7999999999999545,2.349999999999909
1608,2022-06-23 09:00:00,1083.6,1081.55,1080.75,1084.15,2.05,-,ETHUSD,2.05,0.0,0.5500000000001819,0.7999999999999545
1609,2022-06-23 09:15:00,1081.55,1090.9,1080.8,1095.0,9.35,+,ETHUSD,9.35,9.350000000000136,4.099999999999909,0.75
1610,2022-06-23 09:30:00,1090.9,1103.7,1088.75,1108.3,12.8,+,ETHUSD,12.8,12.799999999999955,4.599999999999909,2.150000000000091
1611,2022-06-23 09:45:00,1103.7,1098.15,1097.55,1104.65,5.55,-,ETHUSD,5.55,0.0,0.9500000000000455,0.6000000000001364
1612,2022-06-23 10:00:00,1098.15,1103.1,1097.25,1104.45,4.95,+,ETHUSD,4.95,4.949999999999818,1.3500000000001364,0.900000000000091
1613,2022-06-23 10:15:00,1103.1,1095.7,1095.45,1103.1,7.4,-,ETHUSD,7.4,0.0,0.0,0.25
1614,2022-06-23 10:30:00,1095.7,1096.7,1093.8,1097.95,1.0,+,ETHUSD,1.0,1.0,1.25,1.900000000000091
1615,2022-06-23 10:45:00,1096.7,1089.6,1087.0,1097.45,7.1,-,ETHUSD,7.1,0.0,0.75,2.599999999999909
1616,2022-06-23 11:00:00,1089.6,1098.3,1088.8,1100.65,8.7,+,ETHUSD,8.7,8.700000000000045,2.3500000000001364,0.7999999999999545
1617,2022-06-23 11:15:00,1098.3,1097.9,1095.7,1101.55,0.4,-,ETHUSD,0.4,0.0,3.25,2.2000000000000455
1618,2022-06-23 11:30:00,1097.9,1091.85,1090.6,1100.0,6.05,-,ETHUSD,6.05,0.0,2.099999999999909,1.25
1619,2022-06-23 11:45:00,1091.85,1095.9,1089.6,1097.25,4.05,+,ETHUSD,4.05,4.050000000000182,1.349999999999909,2.25
1620,2022-06-23 12:00:00,1095.9,1100.9,1095.9,1101.9,5.0,+,ETHUSD,5.0,5.0,1.0,0.0
1621,2022-06-23 12:15:00,1100.9,1098.2,1096.3,1115.6,2.7,-,ETHUSD,2.7,0.0,14.699999999999818,1.900000000000091
1622,2022-06-23 12:30:00,1098.2,1093.5,1091.45,1103.15,4.7,-,ETHUSD,4.7,0.0,4.9500000000000455,2.0499999999999545
1623,2022-06-23 12:45:00,1093.5,1108.6,1092.25,1110.75,15.1,+,ETHUSD,15.1,15.099999999999909,2.150000000000091,1.25
1624,2022-06-23 13:00:00,1108.6,1112.4,1106.9,1114.9,3.8,+,ETHUSD,3.8,3.800000000000182,2.5,1.699999999999818
1625,2022-06-23 13:15:00,1112.4,1110.75,1109.85,1113.3,1.65,-,ETHUSD,1.65,0.0,0.8999999999998636,0.900000000000091
1626,2022-06-23 13:30:00,1110.75,1111.7,1107.05,1112.7,0.95,+,ETHUSD,0.95,0.9500000000000455,1.0,3.7000000000000455
1627,2022-06-23 13:45:00,1111.7,1107.95,1107.15,1113.8,3.75,-,ETHUSD,3.75,0.0,2.099999999999909,0.7999999999999545
1628,2022-06-23 14:00:00,1107.95,1105.9,1105.05,1108.75,2.05,-,ETHUSD,2.05,0.0,0.7999999999999545,0.8500000000001364
1629,2022-06-23 14:15:00,1105.9,1107.75,1103.8,1108.1,1.85,+,ETHUSD,1.85,1.849999999999909,0.34999999999990905,2.1000000000001364
1630,2022-06-23 14:30:00,1107.75,1104.35,1101.7,1108.55,3.4,-,ETHUSD,3.4,0.0,0.7999999999999545,2.6499999999998636
1631,2022-06-23 14:45:00,1104.35,1104.95,1101.65,1105.6,0.6,+,ETHUSD,0.6,0.6000000000001364,0.6499999999998636,2.699999999999818
1632,2022-06-23 15:00:00,1104.95,1114.45,1104.25,1118.1,9.5,+,ETHUSD,9.5,9.5,3.6499999999998636,0.7000000000000455
1633,2022-06-23 15:15:00,1114.45,1120.4,1109.5,1121.85,5.95,+,ETHUSD,5.95,5.9500000000000455,1.449999999999818,4.9500000000000455
